"word","stateWD","lifespan","nsense","nchange","freqBand"
"appellate_v","non-obsolete words",256,1,1,4
"append_v2","non-obsolete words",378,3,3,5
"appendix_v","non-obsolete words",267,1,1,3
"apperceive_v","non-obsolete words",724,3,5,3
"appertain_v","non-obsolete words",638,8,11,4
"applaud_v","non-obsolete words",484,6,8,5
"apple_v","non-obsolete words",423,2,2,3
"applicate_v","non-obsolete words",599,1,1,3
"applique_v2","non-obsolete words",157,1,1,3
"applot_v","non-obsolete words",391,1,1,1
"apply_v","non-obsolete words",640,39,54,7
"appoint_v","non-obsolete words",650,23,32,6
"apportion_v","non-obsolete words",496,3,3,5
"appose_v2","non-obsolete words",431,2,2,4
"appraise_v","non-obsolete words",600,5,5,5
"appreciate_v","non-obsolete words",512,8,8,6
"apprehend_v","non-obsolete words",626,16,22,5
"apprentice_v","non-obsolete words",393,1,1,4
"appress_v","non-obsolete words",235,1,1,3
"apprise_v1","non-obsolete words",330,4,4,5
"apprize_v2","non-obsolete words",624,2,2,2
"approach_v","non-obsolete words",719,17,18,6
"approbate_v","non-obsolete words",554,2,2,3
"approfound_v","non-obsolete words",139,1,1,0
"appropinquate_v","non-obsolete words",401,2,3,1
"appropriate_v","non-obsolete words",491,9,12,6
"approve_v1","non-obsolete words",684,17,26,6
"approve_v2","non-obsolete words",541,1,1,4
"approximate_v","non-obsolete words",353,3,3,5
"appui_v","non-obsolete words",368,1,1,2
"apricate_v","non-obsolete words",333,2,2,1
"april-fool_v","non-obsolete words",201,1,1,1
"apron-string_v","non-obsolete words",112,1,1,2
"apron_v","non-obsolete words",159,1,1,3
"aqualung_v","non-obsolete words",63,1,1,2
"aquatint_v","non-obsolete words",205,1,1,3
"arabesque_v","non-obsolete words",175,1,1,2
"arabianize_v","non-obsolete words",143,1,1,1
"arabicize_v","non-obsolete words",198,1,1,2
"arabize_v","non-obsolete words",425,3,4,3
"aramaize_v","non-obsolete words",156,1,1,2
"arbitrage_v","non-obsolete words",101,1,1,3
"arbitrate_v","non-obsolete words",434,5,5,5
"arboresce_v","non-obsolete words",220,1,1,1
"arborize_v","non-obsolete words",177,2,2,3
"arc_v","non-obsolete words",131,2,2,5
"arcade_v","non-obsolete words",163,1,1,3
"arch_v1","non-obsolete words",561,6,7,5
"arch_v2","non-obsolete words",153,1,1,3
"archaeologize_v","non-obsolete words",241,2,2,1
"archaize_v","non-obsolete words",118,1,1,3
"archbishop_v","non-obsolete words",332,1,1,3
"archie_v","non-obsolete words",109,1,1,2
"architect_v","non-obsolete words",206,1,1,4
"architecturalize_v","non-obsolete words",146,1,1,1
"architecture_v","non-obsolete words",186,1,1,3
"archive_v","non-obsolete words",90,1,1,5
"arcticize_v","non-obsolete words",133,1,1,0
"arcuate_v","non-obsolete words",346,1,1,4
"aread_v","non-obsolete words",749,10,15,2
"arefy_v","non-obsolete words",482,1,1,1
"argentify_v","non-obsolete words",337,1,1,0
"argue_v","non-obsolete words",721,13,15,7
"argufy_v","non-obsolete words",273,3,3,2
"argy-bargy_v","non-obsolete words",137,1,1,2
"arianize_v","non-obsolete words",431,2,2,2
"aridify_v","non-obsolete words",104,1,1,1
"arietate_v","non-obsolete words",293,1,1,0
"arise_v","non-obsolete words",799,22,30,6
"aristocratize_v","non-obsolete words",225,1,1,2
"aristotelize_v","non-obsolete words",182,1,1,1
"arithmeticize_v","non-obsolete words",146,1,1,0
"arithmetize_v","non-obsolete words",366,3,4,2
"arle_v","non-obsolete words",415,1,1,2
"arm-twist_v","non-obsolete words",60,1,1,2
"arm-wrestle_v","non-obsolete words",74,1,1,2
"arm_v1","non-obsolete words",799,14,17,6
"arm_v2","non-obsolete words",472,3,5,3
"arminianize_v","non-obsolete words",399,1,1,1
"armlock_v","non-obsolete words",144,1,1,2
"armour_v","non-obsolete words",446,2,2,4
"aroint_v","non-obsolete words",416,2,2,2
"aromatize_v","non-obsolete words",544,2,2,3
"arouse_v","non-obsolete words",408,4,4,5
"arpeggio_v","non-obsolete words",160,1,1,3
"arquebus_v","non-obsolete words",426,1,1,2
"arraign_v1","non-obsolete words",664,6,9,4
"arrange_v","non-obsolete words",537,11,11,6
"array_v","non-obsolete words",727,20,31,5
"arrent_v","non-obsolete words",270,1,1,2
"arrest_v","non-obsolete words",650,20,28,6
"arrid_v","non-obsolete words",142,1,1,2
"arride_v","non-obsolete words",424,2,3,2
"arrive_v","non-obsolete words",749,20,31,6
"arrode_v","non-obsolete words",449,1,1,0
"arrogate_v","non-obsolete words",487,9,12,4
"arrow_v","non-obsolete words",396,7,8,4
"arse-lick_v","non-obsolete words",105,2,2,1
"arse_v","non-obsolete words",360,4,5,3
"arsenic_v","non-obsolete words",183,1,1,2
"arsenicate_v","non-obsolete words",267,1,1,1
"art-direct_v","non-obsolete words",60,1,1,2
"art-edit_v","non-obsolete words",101,1,1,2
"art-educate_v","non-obsolete words",170,1,1,1
"art_v2","non-obsolete words",422,5,9,5
"arterialize_v","non-obsolete words",284,3,3,3
"artery_v","non-obsolete words",181,1,1,4
"artex_v","non-obsolete words",48,1,1,1
"artialize_v","non-obsolete words",273,1,1,0
"article_v","non-obsolete words",590,10,15,5
"articulate_v","non-obsolete words",473,12,15,6
"artifice_v","non-obsolete words",372,1,1,3
"artificialize_v","non-obsolete words",223,1,1,2
"artify_v","non-obsolete words",362,1,1,1
"ary_v","non-obsolete words",382,1,1,4
"aryanize_v","non-obsolete words",171,3,3,3
"ascend_v","non-obsolete words",642,13,15,5
"ascertain_v","non-obsolete words",574,15,27,6
"ascribe_v","non-obsolete words",642,11,19,5
"asepticize_v","non-obsolete words",132,1,1,2
"asexualize_v","non-obsolete words",136,3,3,2
"ash-plant_v","non-obsolete words",101,1,1,1
"ash_v1","non-obsolete words",147,1,1,3
"ash_v2","non-obsolete words",369,1,1,3
"ashame_v","non-obsolete words",433,2,3,2
"ashlar_v","non-obsolete words",188,1,1,2
"asianize_v","non-obsolete words",170,1,1,2
"asiaticize_v","non-obsolete words",192,1,1,0
"asiatize_v","non-obsolete words",177,1,1,0
"ask_v","non-obsolete words",999,53,68,7
"askance_v","non-obsolete words",430,1,1,2
"aslake_v","non-obsolete words",710,5,8,1
"asperate_v","non-obsolete words",368,1,1,2
"asperge_v","non-obsolete words",477,2,3,2
"asperse_v","non-obsolete words",534,8,11,3
"asphalt_v","non-obsolete words",152,1,1,3
"aspheterize_v","non-obsolete words",230,1,1,1
"asphyxiate_v","non-obsolete words",189,1,1,3
"asphyxy_v","non-obsolete words",181,1,1,1
"aspinall_v","non-obsolete words",135,1,1,4
"aspirate_v","non-obsolete words",327,2,2,4
"aspire_v","non-obsolete words",564,12,17,5
"asport_v","non-obsolete words",403,1,1,2
"ass-fuck_v","non-obsolete words",83,1,1,2
"ass-kiss_v","non-obsolete words",73,1,1,2
"ass-lick_v","non-obsolete words",87,2,2,1
"ass_v","non-obsolete words",431,4,6,4
"assail_v1","non-obsolete words",799,14,20,5
"assart_v","non-obsolete words",501,1,1,3
"assassin_v","non-obsolete words",404,1,1,2
"assassinate_v","non-obsolete words",424,4,5,5
"assault_v","non-obsolete words",535,10,10,5
"assay_v","non-obsolete words",724,27,48,5
"assegai_v","non-obsolete words",190,1,1,2
"asself_v","non-obsolete words",392,1,1,1
"assemble_v1","non-obsolete words",727,9,13,6
"assent_v","non-obsolete words",727,13,22,5
"assert_v","non-obsolete words",420,12,18,6
"asservilize_v","non-obsolete words",147,1,1,0
"assess_v","non-obsolete words",577,6,6,6
"asset-strip_v","non-obsolete words",46,1,1,2
"assever_v","non-obsolete words",441,2,2,1
"asseverate_v","non-obsolete words",217,2,2,3
"assibilate_v","non-obsolete words",180,1,1,2
"assify_v","non-obsolete words",220,1,1,1
"assign_v","non-obsolete words",727,20,26,6
"assimilate_v","non-obsolete words",446,14,15,5
"assist_v","non-obsolete words",506,13,19,6
"associate_v","non-obsolete words",626,12,16,7
"assoil_v","non-obsolete words",727,14,20,2
"assonate_v","non-obsolete words",368,1,1,2
"assort_v","non-obsolete words",534,5,5,5
"assuade_v","non-obsolete words",218,1,1,0
"assuage_v","non-obsolete words",724,8,10,5
"assubjugate_v","non-obsolete words",415,1,1,1
"assume_v","non-obsolete words",588,16,20,7
"assure_v","non-obsolete words",654,21,35,6
"astay_v","non-obsolete words",424,1,1,1
"asterisk_v","non-obsolete words",290,1,1,3
"astonish_v","non-obsolete words",494,5,9,5
"astony_v","non-obsolete words",684,2,2,1
"astound_v","non-obsolete words",424,2,3,5
"astrict_v","non-obsolete words",476,3,3,2
"astringe_v","non-obsolete words",501,3,5,2
"astrogate_v","non-obsolete words",83,1,1,1
"astrologize_v","non-obsolete words",412,3,3,1
"astronomize_v","non-obsolete words",342,1,1,1
"astroturf_v","non-obsolete words",58,2,2,2
"asunder_v","non-obsolete words",1224,2,3,2
"asylum_v","non-obsolete words",230,1,1,3
"atheize_v","non-obsolete words",346,2,2,1
"athetize_v","non-obsolete words",138,1,1,2
"athleticize_v","non-obsolete words",145,1,1,1
"atlas_v","non-obsolete words",431,2,2,4
"atmosphere_v","non-obsolete words",143,1,1,3
"atom-bomb_v","non-obsolete words",79,1,1,3
"atomic-bomb_v","non-obsolete words",79,1,1,3
"atomize_v","non-obsolete words",379,5,6,4
"atone_v","non-obsolete words",469,14,22,5
"atrophy_v","non-obsolete words",159,2,2,4
"attach_v","non-obsolete words",699,25,29,6
"attack_v","non-obsolete words",448,18,19,6
"attain_v","non-obsolete words",694,20,33,6
"attaint_v","non-obsolete words",624,12,18,4
"attemper_v","non-obsolete words",650,9,9,2
"attemperate_v","non-obsolete words",463,2,3,2
"attempt_v","non-obsolete words",511,16,22,6
"attend_v","non-obsolete words",709,34,51,6
"attenuate_v","non-obsolete words",494,6,6,5
"attermine_v","non-obsolete words",611,1,1,0
"attest_v","non-obsolete words",434,6,6,5
"atticize_v","non-obsolete words",414,2,2,2
"attire_v1","non-obsolete words",563,6,12,4
"attitudinize_v","non-obsolete words",240,2,2,3
"attorn_v","non-obsolete words",602,5,6,3
"attract_v","non-obsolete words",599,17,19,6
"attribute_v","non-obsolete words",501,10,12,6
"attrist_v","non-obsolete words",344,1,1,1
"attrit_v","non-obsolete words",376,4,4,3
"attuite_v","non-obsolete words",140,1,1,0
"attune_v","non-obsolete words",434,5,6,5
"au-pair_v","non-obsolete words",65,2,2,3
"auction_v","non-obsolete words",140,1,1,4
"auctioneer_v","non-obsolete words",239,1,1,4
"aucupate_v","non-obsolete words",394,1,1,0
"audible_v","non-obsolete words",65,3,3,4
"audio-dub_v","non-obsolete words",50,2,2,2
"audiotape_v","non-obsolete words",63,1,1,4
"audit_v","non-obsolete words",467,5,7,5
"audition_v","non-obsolete words",89,2,2,4
"auger_v","non-obsolete words",173,3,3,3
"augment_v","non-obsolete words",624,8,12,5
"augur_v","non-obsolete words",431,7,7,4
"augurate_v","non-obsolete words",453,3,5,2
"augurize_v","non-obsolete words",428,1,1,0
"aureole_v","non-obsolete words",136,1,1,3
"aurify_v","non-obsolete words",372,1,1,1
"auscult_v","non-obsolete words",184,1,1,2
"auscultate_v","non-obsolete words",163,1,1,4
"auspicate_v","non-obsolete words",420,6,8,2
"australianize_v","non-obsolete words",116,1,1,1
"authentic_v","non-obsolete words",549,1,1,2
"authenticate_v","non-obsolete words",469,9,9,5
"author_v","non-obsolete words",427,3,4,5
"authorize_v","non-obsolete words",631,13,21,6
"auto-activate_v","non-obsolete words",75,1,1,1
"auto-boot_v","non-obsolete words",40,2,2,1
"auto-complete_v","non-obsolete words",31,1,1,2
"auto-correct_v","non-obsolete words",122,3,3,1
"auto-destruct_v","non-obsolete words",61,1,1,1
"auto-intoxicate_v","non-obsolete words",124,1,1,1
"auto_v","non-obsolete words",121,1,1,4
"autoclave_v","non-obsolete words",126,1,1,4
"autoconfigure_v","non-obsolete words",39,2,2,2
"autocorrelate_v","non-obsolete words",70,1,1,3
"autodial_v","non-obsolete words",66,2,2,2
"autograph_v","non-obsolete words",195,2,2,4
"autographize_v","non-obsolete words",202,1,1,0
"autoionize_v","non-obsolete words",109,2,2,3
"autoland_v","non-obsolete words",59,1,1,2
"autolithograph_v","non-obsolete words",150,1,1,1
"autoload_v","non-obsolete words",56,2,2,2
"autolyse_v","non-obsolete words",123,1,1,3
"automate_v","non-obsolete words",70,2,2,5
"automatize_v","non-obsolete words",196,3,3,3
"automize_v","non-obsolete words",122,1,1,2
"automobile_v","non-obsolete words",136,1,1,4
"automobilize_v","non-obsolete words",122,2,2,1
"autonomize_v","non-obsolete words",153,1,1,3
"autophone_v","non-obsolete words",96,1,1,2
"autopsy_v","non-obsolete words",185,1,1,3
"autoradiograph_v","non-obsolete words",77,1,1,3
"autoregulate_v","non-obsolete words",65,2,2,3
"autorotate_v","non-obsolete words",104,1,1,2
"autosave_v","non-obsolete words",42,1,1,2
"autoschediaze_v","non-obsolete words",172,1,1,0
"autosuggest_v","non-obsolete words",136,1,1,2
"autoswitch_v","non-obsolete words",37,1,1,1
"autotomize_v","non-obsolete words",123,2,2,2
"autotransfuse_v","non-obsolete words",122,1,1,2
"autotransplant_v","non-obsolete words",120,1,1,2
"autotune_v","non-obsolete words",66,2,2,2
"autotype_v","non-obsolete words",163,1,1,2
"autoxidize_v","non-obsolete words",124,1,1,3
"autumn_v","non-obsolete words",363,2,2,3
"autumnize_v","non-obsolete words",195,1,1,0
"avail_v","non-obsolete words",724,17,22,5
"avalanche_v","non-obsolete words",152,1,1,4
"avant-courier_v","non-obsolete words",154,1,1,1
"avaunt-mure_v","non-obsolete words",494,1,1,0
"avel_v2","non-obsolete words",177,1,1,2
"avenge_v","non-obsolete words",649,6,7,5
"avenue_v","non-obsolete words",159,1,1,3
"aver_v","non-obsolete words",644,8,10,5
"average_v","non-obsolete words",255,4,4,6
"averish_v","non-obsolete words",139,1,1,0
"averruncate_v","non-obsolete words",401,2,2,1
"avert_v","non-obsolete words",624,9,13,5
"aviate_v","non-obsolete words",137,1,1,2
"avoid_v","non-obsolete words",649,17,30,7
"avoirdupois_v","non-obsolete words",170,1,1,1
"avouch_v","non-obsolete words",631,14,19,3
"avow_v1","non-obsolete words",804,8,11,5
"avulse_v","non-obsolete words",259,1,1,3
"avunculize_v","non-obsolete words",363,1,1,1
"aw-shucks_v","non-obsolete words",60,2,2,2
"await_v","non-obsolete words",774,16,30,6
"awake_v","non-obsolete words",799,7,8,6
"awaken_v","non-obsolete words",511,5,6,6
"award_v1","non-obsolete words",638,7,12,6
"awe-strike_v","non-obsolete words",267,1,1,3
"awe_v","non-obsolete words",799,4,5,5
"awfulize_v","non-obsolete words",93,2,2,3
"awn_v1","non-obsolete words",216,1,1,3
"awn_v3","non-obsolete words",185,2,2,3
"awry_adv","non-obsolete words",624,8,8,4
"axe_v","non-obsolete words",324,2,2,5
"axiomatize_v","non-obsolete words",308,2,2,3
"azotize_v","non-obsolete words",220,1,1,2
"azure_v","non-obsolete words",534,1,1,2
"baa_v","non-obsolete words",431,1,1,4
"babble_v1","non-obsolete words",774,9,9,4
"babelize_v","non-obsolete words",424,1,1,1
"baby-proof_v","non-obsolete words",103,1,1,2
"baby-snatch_v","non-obsolete words",99,1,1,1
"baby_v","non-obsolete words",280,3,3,4
"babyfy_v","non-obsolete words",393,1,1,1
"babylonize_v","non-obsolete words",417,2,3,1
"babysit_v","non-obsolete words",78,4,4,4
"bacchanalize_v","non-obsolete words",368,1,1,0
"bach_v","non-obsolete words",154,2,2,3
"bachelorize_v","non-obsolete words",285,2,2,0
"back-burner_v","non-obsolete words",49,1,1,2
"back-chat_v","non-obsolete words",97,1,1,1
"back-clamp_v","non-obsolete words",311,1,1,0
"back-cross_v","non-obsolete words",120,1,1,3
"back-cut_v","non-obsolete words",70,1,1,2
"back-fill_v","non-obsolete words",94,1,1,3
"back-form_v","non-obsolete words",113,1,1,2
"back-furrow_v","non-obsolete words",169,1,1,1
"back-hand_v","non-obsolete words",167,3,3,2
"back-mark_v","non-obsolete words",134,1,1,0
"back-mutate_v","non-obsolete words",78,1,1,1
"back-number_v","non-obsolete words",100,1,1,2
"back-pedal_v","non-obsolete words",133,1,1,3
"back-sass_v","non-obsolete words",107,1,1,0
"back-scatter_v","non-obsolete words",66,1,1,3
"back-slap_v","non-obsolete words",89,1,1,0
"back-speir_v","non-obsolete words",335,1,1,0
"back-stab_v","non-obsolete words",99,1,1,0
"back-talk_v","non-obsolete words",90,1,1,2
"back-trail_v","non-obsolete words",117,1,1,2
"back-wind_v","non-obsolete words",125,1,1,1
"back_v","non-obsolete words",662,37,41,6
"backbite_v","non-obsolete words",849,3,4,4
"backboard_v","non-obsolete words",169,1,1,4
"backdate_v","non-obsolete words",78,1,1,3
"backen_v","non-obsolete words",375,2,2,2
"backfire_v","non-obsolete words",138,3,3,3
"backgammon_v","non-obsolete words",231,1,1,3
"background_v","non-obsolete words",256,3,3,4
"backheel_v","non-obsolete words",189,2,2,0
"backlist_v","non-obsolete words",45,2,2,3
"backpack_v","non-obsolete words",68,1,1,2
"backset_v","non-obsolete words",450,2,3,3
"backsheesh_v","non-obsolete words",174,1,1,2
"backslide_v","non-obsolete words",443,1,1,4
"backspace_v","non-obsolete words",105,1,1,2
"backstitch_v","non-obsolete words",304,1,1,3
"backstop_v","non-obsolete words",68,1,1,4
"backtrack_v","non-obsolete words",120,2,2,3
"backward_v","non-obsolete words",430,2,3,2
"backwash_v","non-obsolete words",249,2,2,3
"backwater_v","non-obsolete words",196,3,3,2
"bacon_v2","non-obsolete words",203,1,1,3
"baconize_v","non-obsolete words",225,1,1,0
"bacterize_v","non-obsolete words",75,1,1,2
"bad-mouth_v","non-obsolete words",83,1,1,3
"bad-talk_v","non-obsolete words",86,1,1,1
"badge_v1","non-obsolete words",624,3,3,3
"badge_v2","non-obsolete words",472,1,1,3
"badger_v1","non-obsolete words",424,1,1,3
"badger_v2","non-obsolete words",242,1,1,4
"badinage_v","non-obsolete words",246,1,1,3
"badiner_v","non-obsolete words",327,1,1,2
"baff_v2","non-obsolete words",166,1,1,2
"baffle_v","non-obsolete words",476,14,23,5
"bag_v1","non-obsolete words",624,14,15,4
"bag_v2","non-obsolete words",327,1,1,2
"bagel_v","non-obsolete words",50,1,1,3
"bagpipe_v","non-obsolete words",255,1,1,2
"bagsy_v","non-obsolete words",45,1,1,0
"bahadur_v","non-obsolete words",164,1,1,1
"bail_v1","non-obsolete words",476,6,7,4
"bail_v2","non-obsolete words",476,1,1,2
"bail_v3","non-obsolete words",415,3,3,5
"bail_v4","non-obsolete words",410,3,3,2
"bail_v5","non-obsolete words",99,6,6,4
"bait_v","non-obsolete words",849,19,24,5
"baize_v","non-obsolete words",194,1,1,2
"bake_v","non-obsolete words",699,11,12,5
"balaam_v","non-obsolete words",426,1,1,2
"balance_v","non-obsolete words",441,19,19,6
"balase_n","non-obsolete words",414,1,1,0
"balbutiate_v","non-obsolete words",293,1,1,0
"balden_v","non-obsolete words",141,2,2,1
"balderdash_v","non-obsolete words",350,1,1,1
