"word","stateWD","lifespan","nsense","nchange"
"fore-wit_v","obsolete words",601,1,2
"forfare_v1","obsolete words",418,4,8
"forfare_v2","obsolete words",476,1,2
"forfere_v","obsolete words",126,2,4
"forgnaw_v","obsolete words",614,1,2
"forgnide_v","obsolete words",501,1,2
"forgrow_v","obsolete words",402,3,6
"forhele_v","obsolete words",651,1,2
"forhew_v","obsolete words",764,1,2
"forhide_v","obsolete words",601,1,2
"forhight_v","obsolete words",166,3,6
"forlead_v1","obsolete words",516,1,2
"forlere_v","obsolete words",451,1,2
"forlese_v","obsolete words",465,5,10
"forlet_v1","obsolete words",639,12,24
"forlie_v","obsolete words",339,5,10
"formelt_v","obsolete words",441,1,2
"fornim_v","obsolete words",631,1,2
"forold_v","obsolete words",506,1,2
"forrede_v","obsolete words",526,1,2
"forrot_v","obsolete words",541,1,2
"forsee_v","obsolete words",501,1,2
"forshame_v","obsolete words",376,1,2
"forshape_v","obsolete words",1085,1,2
"forshrink_v","obsolete words",799,1,2
"forshut_v","obsolete words",731,1,2
"forsin_v","obsolete words",401,1,2
"forslew_v","obsolete words",786,1,2
"forslow_v","obsolete words",300,3,6
"forspan_v","obsolete words",376,1,2
"forspill_v","obsolete words",601,1,2
"forstand_v1","obsolete words",969,2,4
"forsteal_v","obsolete words",401,1,2
"forswallow_v","obsolete words",601,1,2
"forsweal_v","obsolete words",626,1,2
"forswelt_v","obsolete words",176,2,4
"fortee_v","obsolete words",451,1,2
"forth_v","obsolete words",301,2,4
"forthbear_v","obsolete words",96,3,6
"forthbring_v","obsolete words",71,3,6
"forthclepe_v","obsolete words",583,1,2
"forthdo_v","obsolete words",526,1,2
"forthfare_v","obsolete words",601,2,4
"forthgang_v","obsolete words",601,1,2
"forthgo_v","obsolete words",276,3,6
"forthink_v","obsolete words",480,9,18
"forthlead_v","obsolete words",126,2,4
"forthrast_v","obsolete words",601,1,2
"forthring_v","obsolete words",376,1,2
"forthwax_v","obsolete words",526,1,2
"forthwise_v","obsolete words",516,1,2
"forthyete_v","obsolete words",714,1,2
"fortiht_v","obsolete words",401,1,2
"fortread_v","obsolete words",651,1,2
"forwarn_v","obsolete words",1024,1,2
"forwerpe_v","obsolete words",501,1,2
"forwlench_v","obsolete words",511,1,2
"forwork_v","obsolete words",266,3,6
"forworth_v","obsolete words",116,2,4
"forwound_v","obsolete words",576,1,2
"forwray_v","obsolete words",504,1,2
"foryeme_v","obsolete words",641,1,2
"foryield_v","obsolete words",156,2,4
"found_v1","obsolete words",517,8,16
"frede_v","obsolete words",591,1,2
"frels_v","obsolete words",151,2,4
"freme_v","obsolete words",526,3,6
"frike_v","obsolete words",641,1,2
"frith_v1","obsolete words",146,2,4
"frover_v","obsolete words",521,1,2
"fulght_v","obsolete words",476,1,2
"full-do_v","obsolete words",806,1,2
"fullend_v","obsolete words",738,1,2
"fullfreme_v","obsolete words",426,1,2
"fullow_v","obsolete words",749,1,2
"full-work_v","obsolete words",768,1,2
"fuse_v1","obsolete words",476,2,4
"gale_v1","obsolete words",286,3,6
"gane_v","obsolete words",771,1,2
"gast_v1","obsolete words",817,1,2
"gavel_v1","obsolete words",443,3,6
"gele_v","obsolete words",601,2,4
"geng_v","obsolete words",101,2,4
"glew_v1","obsolete words",208,3,6
"glise_v","obsolete words",541,1,2
"gnide_v","obsolete words",531,1,2
"great_v","obsolete words",217,2,4
"grede_v","obsolete words",276,8,16
"greme_v","obsolete words",191,3,6
"grill_v1","obsolete words",276,4,8
"grind_v2","obsolete words",516,1,2
"grith_v","obsolete words",476,2,4
"hade_v1","obsolete words",541,1,2
"halse_v1","obsolete words",117,3,6
"hard_v","obsolete words",620,5,10
"hay_v2","obsolete words",811,1,2
"hean_v","obsolete words",611,1,2
"hearsum_v","obsolete words",426,1,2
"heascen_v","obsolete words",431,2,4
"heavy_v","obsolete words",782,4,8
"hene_v","obsolete words",551,1,2
"hent_v1","obsolete words",607,9,18
"hery_v","obsolete words",823,1,2
"heven_v1","obsolete words",601,1,2
"hight_v2","obsolete words",476,1,2
"hild_v","obsolete words",280,2,4
"hoar_v","obsolete words",331,4,8
"how_v1","obsolete words",551,1,2
"i-bede_v","obsolete words",501,1,2
"i-bere_v1","obsolete words",501,2,4
"i-bere_v2","obsolete words",51,2,4
"i-bete_v","obsolete words",476,1,2
"i-bid_v","obsolete words",501,1,2
"i-binde_v","obsolete words",476,1,2
"i-bringe_v","obsolete words",476,1,2
"i-bure_v","obsolete words",451,1,2
"i-bye_v","obsolete words",701,1,2
"i-cheose_v","obsolete words",601,1,2
"i-cherre_v","obsolete words",501,1,2
"i-deme_v","obsolete words",476,2,4
"i-do_v","obsolete words",476,1,2
"i-dree_v","obsolete words",76,3,6
"i-earn_v","obsolete words",426,1,2
"i-fang_v","obsolete words",501,1,2
"i-fare_v","obsolete words",794,1,2
"i-fast_v","obsolete words",476,1,2
"i-grete_v","obsolete words",516,1,2
"i-hald_v","obsolete words",476,1,2
"i-hede_v","obsolete words",521,1,2
"i-hire_v","obsolete words",451,1,2
"i-ken_v","obsolete words",476,1,2
"i-knit_v","obsolete words",476,1,2
"i-lahie_v","obsolete words",431,1,2
"i-lecche_v","obsolete words",600,1,2
"i-limp_v","obsolete words",426,1,2
"i-mele_v","obsolete words",441,1,2
"i-milce_v","obsolete words",476,1,2
"i-mune_v","obsolete words",476,1,2
"i-munte_v","obsolete words",476,1,2
"inblow_v","obsolete words",879,2,4
"inbring_v","obsolete words",1017,1,2
"income_v","obsolete words",601,1,2
"i-nehleche_v","obsolete words",376,1,2
"infare_v","obsolete words",601,1,2
"ingo_v","obsolete words",583,1,2
"inseil_v","obsolete words",426,1,2
"i-pone_v","obsolete words",601,1,2
"i-queme_v","obsolete words",541,1,2
"i-quethe_v","obsolete words",476,1,2
"i-rew_v","obsolete words",601,1,2
"i-rise_v","obsolete words",401,1,2
"i-schape_v","obsolete words",476,1,2
"i-schield_v","obsolete words",516,1,2
"i-seche_v","obsolete words",476,1,2
"i-seggen_v","obsolete words",476,1,2
"i-send_v","obsolete words",601,1,2
"i-set_v","obsolete words",476,1,2
"i-sothe_v","obsolete words",476,1,2
"i-stand_v","obsolete words",476,1,2
"i-still_v","obsolete words",516,1,2
"i-stink_v","obsolete words",451,1,2
"i-stretche_v","obsolete words",476,1,2
"i-swike_v","obsolete words",123,2,4
"i-taeche_v","obsolete words",476,1,2
"i-telle_v","obsolete words",113,3,6
"i-teon_v","obsolete words",26,3,6
"i-thave_v","obsolete words",476,1,2
"i-thee_v","obsolete words",731,1,2
"i-thenche_v","obsolete words",451,1,2
"i-thole_v","obsolete words",476,1,2
"i-thrast_v","obsolete words",476,1,2
"i-tide_v","obsolete words",501,1,2
"i-time_v","obsolete words",476,2,4
"i-unne_v","obsolete words",501,1,2
"i-vee_v","obsolete words",521,1,2
"i-wealy_v","obsolete words",476,1,2
"i-welde_v","obsolete words",588,2,4
"i-wende_v","obsolete words",594,3,6
"i-wene_v","obsolete words",476,1,2
"i-win_v","obsolete words",581,2,4
"iwisse_v","obsolete words",516,1,2
"i-wite_v1","obsolete words",221,2,4
"i-wite_v2","obsolete words",476,1,2
"i-wive_v","obsolete words",451,1,2
"i-worth_v","obsolete words",501,1,2
"i-wrathe_v","obsolete words",476,1,2
"i-wurche_v","obsolete words",575,1,2
"ken_v2","obsolete words",102,3,6
"lean_v2","obsolete words",912,2,4
"lease_v2","obsolete words",795,1,2
"lechne_v","obsolete words",594,1,2
"leese_v2","obsolete words",284,2,4
"lehtrie_v","obsolete words",401,1,2
"lend_v1","obsolete words",401,7,14
"leng_v1","obsolete words",287,2,4
"lere_v","obsolete words",613,5,10
"leve_v1","obsolete words",741,1,2
"leve_v2","obsolete words",403,4,8
"limp_v1","obsolete words",21,3,6
"lin_v","obsolete words",426,4,8
"lisse_v","obsolete words",452,3,6
"lith_v","obsolete words",91,2,4
"lithe_v1","obsolete words",406,1,2
"lithe_v2","obsolete words",194,2,4
"long_v2","obsolete words",476,1,2
"louk_v1","obsolete words",403,8,16
"lout_v2","obsolete words",24,2,4
"mass_v1","obsolete words",306,5,10
"mast_v1","obsolete words",98,2,4
"mathel_v","obsolete words",451,1,2
"meal_v1","obsolete words",817,1,2
"meed_v","obsolete words",216,2,4
"meld_v1","obsolete words",651,3,6
"mele_v","obsolete words",769,2,4
"mete_v2","obsolete words",344,3,6
"mete_v3","obsolete words",526,1,2
"methie_v","obsolete words",76,2,4
"mickle_v","obsolete words",626,3,6
"mighe_v","obsolete words",476,1,2
"milce_v","obsolete words",601,1,2
"mild_v","obsolete words",289,2,4
"min_v1","obsolete words",426,2,4
"ming_v2","obsolete words",630,5,10
"misbede_v","obsolete words",1047,1,2
"misfere_v","obsolete words",206,3,6
"misqueme_v","obsolete words",736,1,2
"misrede_v","obsolete words",591,1,2
"mistide_v","obsolete words",86,2,4
"miswend_v","obsolete words",399,3,6
"miswin_v","obsolete words",217,2,4
"miswork_v","obsolete words",327,3,6
"misyeme_v","obsolete words",601,1,2
"mithe_v","obsolete words",601,2,4
"mone_v","obsolete words",463,5,10
"murk_v1","obsolete words",601,1,2
"murken_v","obsolete words",376,3,6
"need_v1","obsolete words",701,3,6
"neighleche_v","obsolete words",601,2,4
"nemn_v","obsolete words",983,1,2
"nipe_v1","obsolete words",476,1,2
"nitte_v","obsolete words",501,1,2
"of-ask_v","obsolete words",601,1,2
"ofclepe_v","obsolete words",626,1,2
"ofdread_v","obsolete words",601,1,2
"of-fall_v","obsolete words",201,3,6
"off-drive_v-a","obsolete words",930,1,2
"ofgo_v","obsolete words",151,4,8
"ofhear_v","obsolete words",576,1,2
"ofhold_v","obsolete words",626,1,2
"oflie_v","obsolete words",51,3,6
"ofride_v","obsolete words",501,1,2
"of-run_v","obsolete words",531,1,2
"ofsee_v","obsolete words",651,1,2
"ofsend_v","obsolete words",651,1,2
"ofset_v","obsolete words",801,1,2
"ofshame_v","obsolete words",601,1,2
"ofsit_v","obsolete words",426,1,2
"ofslay_v","obsolete words",701,1,2
"ofsting_v","obsolete words",501,1,2
"ofthink_v","obsolete words",226,3,6
"oftread_v","obsolete words",376,1,2
"on-become_v","obsolete words",551,1,2
"onbide_v","obsolete words",733,2,4
"onbow_v","obsolete words",476,1,2
"oncome_v","obsolete words",626,1,2
"onfang_v","obsolete words",226,4,8
"ongin_v","obsolete words",501,1,2
"onheave_v","obsolete words",476,1,2
"onlook_v","obsolete words",626,1,2
"onrese_v","obsolete words",601,1,2
"onrine_v","obsolete words",626,1,2
"onrise_v","obsolete words",526,1,2
"onseek_v","obsolete words",151,2,4
"onset_v","obsolete words",128,3,6
"onslide_v","obsolete words",1047,1,2
"onstell_v","obsolete words",476,1,2
"ontend_v","obsolete words",451,1,2
"onwald_v","obsolete words",476,1,2
"ortrow_v","obsolete words",176,2,4
"outcome_v","obsolete words",626,1,2
"out-lead_v","obsolete words",1066,1,2
"outlet_v","obsolete words",1052,1,2
"outnim_v","obsolete words",101,2,4
"outwall_v","obsolete words",651,1,2
"overbide_v","obsolete words",131,2,4
"overbreak_v","obsolete words",23,2,4
"overbrede_v","obsolete words",651,1,2
"overflee_v","obsolete words",194,4,8
"overfreeze_v","obsolete words",855,1,2
"overheave_v","obsolete words",409,4,8
"overhele_v","obsolete words",801,1,2
"overhold_v","obsolete words",475,4,8
"overhow_v","obsolete words",501,1,2
"overlead_v","obsolete words",496,7,14
"overleave_v","obsolete words",650,2,4
"overnim_v","obsolete words",671,1,2
"overseam_v1","obsolete words",401,1,2
"oversend_v","obsolete words",9,2,4
"over-silver_v","obsolete words",1121,1,2
"oversit_v","obsolete words",195,4,8
"oversty_v","obsolete words",651,1,2
"overtrow_v","obsolete words",276,4,8
"overwake_v","obsolete words",20,2,4
"overwarp_v","obsolete words",601,1,2
"overwax_v","obsolete words",117,2,4
"overwry_v","obsolete words",641,1,2
"queath_v","obsolete words",534,8,16
"quele_v","obsolete words",599,1,2
"quelm_v","obsolete words",626,2,4
"quid_v1","obsolete words",501,1,2
"rashet_v","obsolete words",426,1,2
"rech_v","obsolete words",226,7,14
"reckless_v","obsolete words",801,1,2
"remp_v","obsolete words",651,1,2
"reose_v","obsolete words",601,1,2
"repe_v1","obsolete words",661,1,2
"rese_v1","obsolete words",651,2,4
"rese_v2","obsolete words",333,3,6
"reusie_v","obsolete words",476,2,4
"rine_v1","obsolete words",449,6,12
"rine_v2","obsolete words",651,4,8
"rix_v","obsolete words",426,2,4
"rope_v1","obsolete words",651,1,2
"rough_v1","obsolete words",731,1,2
"rout_v3","obsolete words",584,6,12
"sard_v","obsolete words",860,1,2
"saught_v","obsolete words",126,2,4
"saughtel_v","obsolete words",287,3,6
"screpe_v","obsolete words",451,1,2
"scrithe_v","obsolete words",151,5,10
"seam_v1","obsolete words",651,1,2
"sench_v","obsolete words",591,1,2
"shench_v","obsolete words",641,1,2
"shim_v1","obsolete words",441,1,2
"shire_v1","obsolete words",101,2,4
"shrape_v","obsolete words",710,1,2
"shrench_v1","obsolete words",601,1,2
"shrench_v2","obsolete words",601,1,2
"siche_v","obsolete words",701,1,2
"sickle_v1","obsolete words",576,1,2
"sithe_v1","obsolete words",501,1,2
"sleve_v","obsolete words",4,2,4
"smatch_v","obsolete words",458,4,8
"snike_v","obsolete words",441,1,2
"sole_v3","obsolete words",451,1,2
"somne_v","obsolete words",476,1,2
"spattle_v1","obsolete words",812,1,2
"spete_v","obsolete words",251,2,4
"spile_v1","obsolete words",51,3,6
"sprenge_v","obsolete words",607,9,18
"stathel_v","obsolete words",601,1,2
"stere_v","obsolete words",441,2,4
"steven_v1","obsolete words",404,5,10
"stight_v","obsolete words",601,1,2
"studegie_v","obsolete words",426,1,2
"sty_v1","obsolete words",273,5,10
"sule_v","obsolete words",145,2,4
"sutele_v","obsolete words",426,2,4
"swart_v","obsolete words",117,2,4
"swench_v","obsolete words",476,2,4
"swenge_v","obsolete words",216,4,8
"swerk_v","obsolete words",476,1,2
"sweve_v","obsolete words",476,2,4
"sweven_v","obsolete words",733,1,2
"swey_v","obsolete words",701,1,2
"swie_v","obsolete words",476,1,2
"swind_v","obsolete words",701,1,2
"swing_v2","obsolete words",701,1,2
"swope_v1","obsolete words",1077,2,4
"tavel_v","obsolete words",476,1,2
"tee_v1","obsolete words",341,9,18
"tee_v2","obsolete words",641,1,2
"teen_v1","obsolete words",691,7,14
"teld_v","obsolete words",501,4,8
"tele_v","obsolete words",101,2,4
"teme_v","obsolete words",595,2,4
"tharf_v","obsolete words",651,3,6
"thave_v","obsolete words",526,1,2
"thee_v1","obsolete words",551,3,6
"theine_v","obsolete words",476,1,2
"theoten_v","obsolete words",51,2,4
"theow_v","obsolete words",476,1,2
"thester_v","obsolete words",501,2,4
"thin_v2","obsolete words",501,1,2
"thing_v1","obsolete words",401,1,2
"think_v1","obsolete words",873,6,12
"thorough-run_v","obsolete words",384,4,8
"thorough-see_v","obsolete words",786,1,2
"threa_v","obsolete words",501,1,2
"through-drive_v","obsolete words",799,1,2
"throughfere_v","obsolete words",601,1,2
"through-go_v","obsolete words",726,1,2
"through-seek_v","obsolete words",425,2,4
"through-shoot_v","obsolete words",865,1,2
"through-sting_v","obsolete words",1053,1,2
"through-swim_v","obsolete words",832,1,2
"through-won_v","obsolete words",476,1,2
"throw_v2","obsolete words",591,2,4
"thud_v1","obsolete words",176,3,6
"tight_v1","obsolete words",266,4,8
"tithe_v1","obsolete words",256,2,4
"to-bear_v","obsolete words",526,1,2
"to-beat_v","obsolete words",714,1,2
"to-blow_v","obsolete words",26,2,4
"to-braid_v","obsolete words",601,1,2
"to-break_v","obsolete words",489,5,10
"to-brede_v","obsolete words",501,2,4
"to-bruise_v","obsolete words",810,1,2
"to-bryt_v","obsolete words",476,1,2
"to-burst_v","obsolete words",1082,2,4
"to-carve_v","obsolete words",701,1,2
"to-chew_v","obsolete words",441,1,2
"to-chine_v","obsolete words",581,1,2
"to-cleave_v","obsolete words",297,2,4
"tocome_v","obsolete words",67,4,8
"to-deal_v","obsolete words",151,3,6
"to-do_v","obsolete words",651,2,4
"to-drese_v","obsolete words",501,1,2
"to-dreve_v","obsolete words",226,2,4
"to-drive_v","obsolete words",306,4,8
"to-fall_v","obsolete words",599,1,2
"to-fare_v","obsolete words",701,1,2
"to-fere_v","obsolete words",376,1,2
"to-fleet_v","obsolete words",431,1,2
"to-fly_v","obsolete words",601,1,2
"to-gang_v","obsolete words",797,1,2
"to-glide_v","obsolete words",473,1,2
"to-go_v","obsolete words",776,1,2
"to-hack_v","obsolete words",798,1,2
"to-hew_v","obsolete words",714,1,2
"to-lie_v","obsolete words",521,1,2
"to-lithe_v","obsolete words",476,1,2
"to-louk_v","obsolete words",476,1,2
"to-rend_v","obsolete words",832,1,2
"to-reose_v","obsolete words",476,1,2
"torve_v","obsolete words",476,1,2
"to-shake_v","obsolete words",285,2,4
"to-shed_v","obsolete words",69,2,4
"to-shift_v","obsolete words",601,1,2
"to-shoot_v","obsolete words",541,1,2
"to-slay_v","obsolete words",701,1,2
"to-slive_v","obsolete words",531,1,2
"to-spread_v","obsolete words",591,1,2
"to-spring_v","obsolete words",601,1,2
"to-swell_v","obsolete words",601,1,2
"to-tear_v","obsolete words",807,1,2
"to-tee_v","obsolete words",601,1,2
"to-tweme_v","obsolete words",51,2,4
"to-warp_v","obsolete words",401,1,2
"to-wend_v","obsolete words",226,3,6
"to-writhe_v","obsolete words",601,1,2
"trahtne_v","obsolete words",376,1,2
"tray_v1","obsolete words",601,1,2
"troke_v","obsolete words",626,4,8
"tumb_v","obsolete words",588,1,2
"tweme_v","obsolete words",476,1,2
"tweon_v","obsolete words",476,1,2
"uncleanse_v","obsolete words",1073,1,2
"underdelve_v","obsolete words",641,1,2
"underfo_v","obsolete words",214,10,20
"undernim_v","obsolete words",329,10,20
"underseek_v","obsolete words",541,1,2
"underyete_v","obsolete words",601,4,8
"unhode_v","obsolete words",476,1,2
"unleese_v","obsolete words",601,1,2
"unlouk_v","obsolete words",209,7,14
"unne_v","obsolete words",126,6,12
"unworth_v","obsolete words",141,2,4
"unwry_v","obsolete words",226,3,6
"uppe_v","obsolete words",426,1,2
"upsty_v","obsolete words",601,1,2
"ute_v","obsolete words",476,1,2
"vinny_v","obsolete words",281,2,4
"wall_v3","obsolete words",686,1,2
"warn_v2","obsolete words",437,15,30
"wary_v","obsolete words",549,5,10
"waw_v1","obsolete words",339,9,18
"wecche_v","obsolete words",601,2,4
"wede_v","obsolete words",101,4,8
"weigh_v2","obsolete words",516,1,2
"wem_v","obsolete words",393,4,8
"werde_v","obsolete words",376,1,2
"weste_v","obsolete words",201,2,4
"wharve_v","obsolete words",476,4,8
"wheal_v1","obsolete words",1030,2,4
"widdle_v1","obsolete words",318,3,6
"wide_v","obsolete words",1119,1,2
"wilne_v","obsolete words",741,4,8
"wis_v1","obsolete words",751,5,10
"wite_v2","obsolete words",121,3,6
"wite_v3","obsolete words",733,1,2
"withbreide_v","obsolete words",431,1,2
"withdrive_v","obsolete words",728,1,2
"wither_v1","obsolete words",601,1,2
"withgo_v","obsolete words",278,5,10
"withhuhe_v","obsolete words",431,1,2
"withquethe_v","obsolete words",401,1,2
"withsake_v","obsolete words",576,1,2
"withsay_v","obsolete words",487,7,14
"withset_v","obsolete words",188,3,6
"withtee_v","obsolete words",401,1,2
"witie_v1","obsolete words",401,1,2
"wlaffe_v","obsolete words",541,1,2
"wlate_v","obsolete words",196,3,6
"woke_v","obsolete words",17,4,8
"wonde_v","obsolete words",236,2,4
"wone_v","obsolete words",601,2,4
"wore_v1","obsolete words",126,3,6
"worth_v2","obsolete words",651,3,6
"wray_v1","obsolete words",507,14,28
"wrecche_v","obsolete words",451,1,2
"wrethe_v1","obsolete words",226,5,10
"wride_v","obsolete words",1089,1,2
"wroot_v","obsolete words",335,5,10
"wroth_v","obsolete words",187,3,6
"yain_v","obsolete words",76,2,4
"yare_v","obsolete words",601,1,2
"yark_v1","obsolete words",309,3,6
"yate_v","obsolete words",615,3,6
"yclense_v","obsolete words",595,1,2
"ydraw_v","obsolete words",451,5,10
"yeme_v","obsolete words",344,6,12
"yend_v","obsolete words",631,1,2
"yern_v","obsolete words",86,4,8
"yerr_v","obsolete words",601,1,2
"yfall_v","obsolete words",151,2,4
"yfeele_v","obsolete words",619,11,22
"yfind_v","obsolete words",844,1,2
"yhere_v","obsolete words",623,1,2
"yisse_v","obsolete words",601,1,2
"yknow_v","obsolete words",376,19,38
"ylast_v","obsolete words",226,3,6
"ylere_v","obsolete words",594,1,2
"yleve_v","obsolete words",601,1,2
"ylike_v","obsolete words",541,1,2
"ylive_v","obsolete words",594,1,2
"ymete_v","obsolete words",506,1,2
"yomer_v","obsolete words",601,1,2
"yong_v","obsolete words",176,2,4
"ysee_v","obsolete words",701,6,12
"yworth_v","obsolete words",801,5,10
"adraw_v","obsolete words",476,2,4
"alatch_v","obsolete words",356,1,2
"fulghten_v","obsolete words",226,1,2
"fullcome_v","obsolete words",603,2,4
"full-forth_v","obsolete words",276,1,2
"leng_v2","obsolete words",516,3,6
"offright_v","obsolete words",376,2,4
"ofreach_v","obsolete words",376,1,2
"ofsake_v","obsolete words",351,1,2
"oftake_v","obsolete words",583,3,6
"onopen_v","obsolete words",251,2,4
"overwield_v","obsolete words",568,1,2
"rixle_v","obsolete words",516,6,12
"through-shine_v","obsolete words",851,2,4
"wanze_v","obsolete words",893,4,8
"threng_v","obsolete words",227,2,4
"awonder_v","obsolete words",369,3,6
"forcurse_v","obsolete words",247,1,2
"i-be_v","obsolete words",146,1,2
"strengh_v","obsolete words",326,1,2
"underfong_v","obsolete words",440,8,16
"argh_v","obsolete words",551,3,6
"aspill_v","obsolete words",131,2,4
"assot_v","obsolete words",567,3,6
"atgo_v","obsolete words",176,1,2
"aweld_v","obsolete words",393,5,10
"becatch_v","obsolete words",286,2,4
"befind_v","obsolete words",239,3,6
"behest_v","obsolete words",399,1,2
"belap_v","obsolete words",388,1,2
"bespouse_v","obsolete words",26,1,2
"beswink_v","obsolete words",226,2,4
"bewake_v","obsolete words",276,4,8
"bewin_v","obsolete words",226,1,2
"birewe_v","obsolete words",275,2,4
"birise_v","obsolete words",101,1,2
"byr_v","obsolete words",226,1,2
"edmodien_v","obsolete words",76,1,2
"eld_v1","obsolete words",366,2,4
"filsen_v","obsolete words",417,2,4
"flede_v","obsolete words",101,1,2
"fordread_v","obsolete words",176,1,2
"forfear_v","obsolete words",226,1,2
"forgar_v","obsolete words",226,1,2
"forguilt_v","obsolete words",176,2,4
"forhunger_v","obsolete words",251,1,2
"forthnim_v","obsolete words",151,2,4
"forwhore_v","obsolete words",141,1,2
"forwonder_v","obsolete words",313,1,2
"gain_v1","obsolete words",550,4,8
"gaw_v","obsolete words",634,1,2
"gete_v","obsolete words",366,2,4
"hethe_v","obsolete words",176,1,2
"icche_v","obsolete words",131,1,2
"kith_v","obsolete words",201,1,2
"leese_v1","obsolete words",501,8,16
"litten_v1","obsolete words",361,1,2
"manse_v","obsolete words",301,1,2
"min_v2","obsolete words",426,7,14
"onlight_v2","obsolete words",301,2,4
"overthink_v2","obsolete words",358,3,6
"rothe_v","obsolete words",226,1,2
"saughten_v","obsolete words",306,2,4
"skair_v1","obsolete words",366,1,2
"spene_v","obsolete words",364,3,6
"sput_v","obsolete words",51,1,2
"sugh_v","obsolete words",326,2,4
"sware_v","obsolete words",226,1,2
"thew_v","obsolete words",461,1,2
"through-wound_v","obsolete words",439,1,2
"to-bell_v","obsolete words",226,1,2
"to-britten_v","obsolete words",266,1,2
"to-twin_v","obsolete words",51,1,2
"to-twitch_v","obsolete words",201,1,2
"wain_v","obsolete words",648,4,8
"wrath_v","obsolete words",393,9,18
"yclepe_v","obsolete words",727,1,2
"yeie_v","obsolete words",226,3,6
"acore_v","obsolete words",131,1,2
"astrye_v","obsolete words",301,1,2
"caste_v","obsolete words",26,1,2
"foe_v","obsolete words",397,2,4
"hight_v3","obsolete words",459,1,2
"lote_v1","obsolete words",301,1,2
"methe_v","obsolete words",251,2,4
"misleve_v","obsolete words",301,1,2
"of-earn_v","obsolete words",51,1,2
"pilt_v","obsolete words",418,5,10
"onstand_v","obsolete words",226,2,4
"out-spew_v","obsolete words",448,1,2
"olle_v","obsolete words",251,1,2
"atwrench_v","obsolete words",51,1,2
"awit_v","obsolete words",51,2,4
"begrede_v","obsolete words",241,2,4
"bewield_v","obsolete words",388,1,2
"bischun_v","obsolete words",51,1,2
"chaste_v","obsolete words",422,5,10
"grame_v","obsolete words",330,3,6
"grise_v","obsolete words",359,4,8
"hory_v","obsolete words",201,1,2
"to-shiver_v","obsolete words",334,2,4
"to-tight_v","obsolete words",131,2,4
"trine_v1","obsolete words",201,1,2
"trist_v","obsolete words",410,5,10
"umbegang_v","obsolete words",241,1,2
"unhill_v","obsolete words",412,4,8
"untrow_v","obsolete words",196,2,4
"weve_v1","obsolete words",241,9,18
"witne_v","obsolete words",201,3,6
"wlench_v","obsolete words",26,1,2
"wlite_v","obsolete words",151,1,2
"bedwele_v","obsolete words",196,1,2
"bebloody_v","obsolete words",436,1,2
"atstert_v","obsolete words",56,2,4
"atstunt_v","obsolete words",78,2,4
"hove_v1","obsolete words",381,6,12
"smake_v","obsolete words",281,4,8
"tawne_v1","obsolete words",106,1,2
"to-tug_v","obsolete words",321,1,2
"underput_v","obsolete words",392,6,12
"berede_v","obsolete words",306,2,4
"betime_v","obsolete words",374,2,4
"biwihele_v","obsolete words",51,1,2
"blake_v","obsolete words",236,1,2
"breve_v","obsolete words",351,5,10
"burghen_v","obsolete words",51,1,2
"comse_v","obsolete words",175,1,2
"croche_v","obsolete words",368,2,4
"crouch_v2","obsolete words",429,2,4
"diver_v","obsolete words",16,1,2
"droopen_v","obsolete words",176,1,2
"dust_v2","obsolete words",156,3,6
"elne_v","obsolete words",16,1,2
"false_v","obsolete words",695,10,20
"fike_v2","obsolete words",101,1,2
"frist_v","obsolete words",600,6,12
"hoker_v","obsolete words",201,2,4
"i-gripe_v","obsolete words",51,1,2
"lait_v1","obsolete words",201,1,2
"misdight_v","obsolete words",383,1,2
"misthink_v2","obsolete words",650,5,10
"shunch_v","obsolete words",26,1,2
"stew_v1","obsolete words",176,1,2
"stutte_v","obsolete words",76,2,4
"swip_v","obsolete words",276,4,8
"threst_v","obsolete words",318,6,12
"through-nail_v","obsolete words",281,1,2
"to-draw_v","obsolete words",311,7,14
"to-lim_v","obsolete words",176,1,2
"to-rese_v2","obsolete words",51,1,2
"trendle_v","obsolete words",374,2,4
"undit_v","obsolete words",76,1,2
"witter_v1","obsolete words",276,1,2
"wraggle_v1","obsolete words",378,2,4
"agast_v","obsolete words",465,3,6
"aturn_v","obsolete words",176,2,4
"bere_v","obsolete words",376,2,4
"boten_v","obsolete words",208,2,4
"bust_v1","obsolete words",309,1,2
"forleave_v","obsolete words",216,1,2
"kench_v","obsolete words",6,1,2
"knowledge_v","obsolete words",573,12,24
"last_v2","obsolete words",206,1,2
"mensk_v","obsolete words",344,2,4
"misfeel_v","obsolete words",26,1,2
"mishearken_v","obsolete words",356,2,4
"misnim_v","obsolete words",176,2,4
"offear_v","obsolete words",126,1,2
"ofserve_v","obsolete words",226,1,2
"oluhne_v","obsolete words",6,1,2
"to-reave_v2","obsolete words",316,1,2
"adote_v","obsolete words",367,1,2
"afaite_v","obsolete words",260,7,14
"assoin_v","obsolete words",422,2,4
"atbreak_v","obsolete words",51,1,2
"atiffe_v","obsolete words",26,1,2
"bebar_v","obsolete words",426,1,2
"bell_v1","obsolete words",440,2,4
"berain_v","obsolete words",343,3,6
"beturn_v","obsolete words",370,1,2
"bisteke_v","obsolete words",16,1,2
"chavel_v","obsolete words",692,2,4
"costen_v2","obsolete words",251,1,2
"croise_v","obsolete words",415,3,6
"depaint_v","obsolete words",624,7,14
