"word","stateWD","lifespan","nsense","nchange"
"clobber_v1","non-obsolete words",173,2,2
"clobber_v2","non-obsolete words",80,1,1
"clobber_v2-a","non-obsolete words",137,1,1
"clock_v1","non-obsolete words",584,6,9
"clock_v3","non-obsolete words",503,1,1
"clock_v4","non-obsolete words",166,7,7
"clock-watch_v","non-obsolete words",131,1,1
"clod_v","non-obsolete words",604,8,11
"clog_v","non-obsolete words",626,12,14
"cloister_v","non-obsolete words",443,5,6
"cloit_v","non-obsolete words",305,1,1
"cloke_v","non-obsolete words",239,2,3
"clomp_v","non-obsolete words",195,1,1
"clone_v","non-obsolete words",94,4,4
"clonk_v","non-obsolete words",94,2,2
"cloop_v","non-obsolete words",152,1,1
"clop_v","non-obsolete words",161,1,1
"clop-clop_v","non-obsolete words",95,1,1
"close_v","non-obsolete words",749,30,38
"close-caption_v","non-obsolete words",45,1,1
"close-carpet_v","non-obsolete words",65,1,1
"closed-caption_v","non-obsolete words",45,1,1
"close-herd_v","non-obsolete words",150,1,1
"closen_v","non-obsolete words",164,2,2
"close-reef_v","non-obsolete words",266,1,1
"closet_v","non-obsolete words",441,6,7
"closure_v","non-obsolete words",137,1,1
"clot_v","non-obsolete words",541,8,8
"cloth_v","non-obsolete words",442,2,3
"clothe_v","non-obsolete words",849,18,19
"clothesline_v","non-obsolete words",65,1,1
"clothify_v","non-obsolete words",275,1,1
"cloture_v","non-obsolete words",138,1,1
"cloud_v","non-obsolete words",476,8,9
"clour_v","non-obsolete words",208,1,1
"clout_v","non-obsolete words",799,11,14
"clove_v","non-obsolete words",161,2,2
"clove-hitch_v","non-obsolete words",150,1,1
"clover_v","non-obsolete words",372,1,1
"clown_v","non-obsolete words",445,3,4
"cloy_v1","non-obsolete words",564,10,16
"club_v","non-obsolete words",431,15,15
"club-drub_v","non-obsolete words",149,1,1
"club-haul_v","non-obsolete words",190,1,1
"club-hop_v","non-obsolete words",42,1,1
"cluck_v","non-obsolete words",543,12,15
"cludder_v","non-obsolete words",484,2,3
"clue_v","non-obsolete words",361,6,7
"cluff_v","non-obsolete words",220,1,1
"clump_v","non-obsolete words",359,6,6
"clunk_v","non-obsolete words",228,3,3
"cluster_v","non-obsolete words",626,7,8
"clutch_v1","non-obsolete words",699,10,13
"clutch_v2","non-obsolete words",250,1,1
"clutter_v","non-obsolete words",468,8,10
"cly_v","non-obsolete words",457,2,2
"clype_v","non-obsolete words",181,1,1
"clyster_v","non-obsolete words",290,1,1
"cmon_v","non-obsolete words",116,1,1
"co-abound_v","non-obsolete words",313,1,1
"coacervate_v","non-obsolete words",401,1,1
"coach_v","non-obsolete words",432,15,18
"coach-screw_v","non-obsolete words",150,1,1
"coact_v","non-obsolete words",624,6,11
"co-adjust_v","non-obsolete words",160,1,1
"coadjuvate_v","non-obsolete words",423,1,1
"co-admire_v","non-obsolete words",313,1,1
"co-admit_v","non-obsolete words",313,1,1
"coadore_v","non-obsolete words",417,1,1
"coadunate_v","non-obsolete words",417,1,1
"co-adventure_v","non-obsolete words",382,1,1
"coagment_v","non-obsolete words",421,1,1
"co-agonize_v","non-obsolete words",313,1,1
"coagulate_v","non-obsolete words",474,8,11
"coak_v","non-obsolete words",307,2,3
"coal_v","non-obsolete words",567,5,7
"coalesce_v","non-obsolete words",483,6,7
"coalify_v","non-obsolete words",208,1,1
"coalite_v","non-obsolete words",426,1,1
"coalize_v","non-obsolete words",327,2,3
"coal-oil_v","non-obsolete words",152,1,1
"co-animate_v","non-obsolete words",364,1,1
"co-annex_v","non-obsolete words",424,1,1
"co-annihilate_v","non-obsolete words",249,1,1
"co-appear_v","non-obsolete words",389,1,1
"co-apprehend_v","non-obsolete words",378,1,1
"coapt_v","non-obsolete words",454,3,5
"coaptate_v","non-obsolete words",375,2,3
"co-arrange_v","non-obsolete words",202,1,1
"coarsen_v","non-obsolete words",219,2,2
"coarticulate_v","non-obsolete words",446,1,1
"co-ascend_v","non-obsolete words",421,1,1
"co-assist_v","non-obsolete words",250,1,1
"co-assume_v","non-obsolete words",417,1,1
"coast_v","non-obsolete words",642,27,44
"coat_v","non-obsolete words",662,3,4
"co-attend_v","non-obsolete words",313,1,1
"co-attest_v","non-obsolete words",313,1,1
"co-augment_v","non-obsolete words",408,1,1
"co-author_v","non-obsolete words",76,1,1
"coax_v","non-obsolete words",435,9,13
"cob_v1","non-obsolete words",484,6,7
"cob_v2","non-obsolete words",177,1,1
"cobber_v","non-obsolete words",122,1,1
"cobble_v1","non-obsolete words",528,4,4
"cobble_v2","non-obsolete words",333,3,3
"co-bewail_v","non-obsolete words",313,1,1
"co-bless_v","non-obsolete words",313,1,1
"co-breathe_v","non-obsolete words",313,1,1
"cobweb_v","non-obsolete words",96,1,1
"coca-colonize_v","non-obsolete words",75,1,1
"cocainize_v","non-obsolete words",137,1,1
"cocculous-indicus_v","non-obsolete words",180,1,1
"cock_v1","non-obsolete words",799,15,19
"cock_v2","non-obsolete words",632,2,3
"cock-a-doodle-doo_v","non-obsolete words",428,1,1
"cockatoo_v","non-obsolete words",172,3,4
"cockbill_v","non-obsolete words",298,2,2
"cock-block_v","non-obsolete words",52,1,1
"cocker_v1","non-obsolete words",584,3,5
"cocker_v2","non-obsolete words",471,1,1
"cocket_v1","non-obsolete words",599,1,1
"cocket_v3","non-obsolete words",235,1,1
"cockle_v2","non-obsolete words",442,2,2
"cockle_v3","non-obsolete words",390,1,1
"cockney_v","non-obsolete words",442,2,3
"cockneyfy_v","non-obsolete words",204,1,1
"cockneyize_v","non-obsolete words",203,2,3
"cocksuck_v","non-obsolete words",70,1,1
"cocktail_v","non-obsolete words",163,2,2
"cocktease_v","non-obsolete words",67,2,2
"cocky_v","non-obsolete words",125,1,1
"coco_v","non-obsolete words",88,1,1
"cocoon_v","non-obsolete words",144,4,4
"co-create_v","non-obsolete words",327,1,1
"co-crucify_v","non-obsolete words",313,1,1
"cod_v2","non-obsolete words",191,2,2
"cod_v3","non-obsolete words",143,1,1
"coddle_v1","non-obsolete words",409,3,3
"coddle_v2","non-obsolete words",238,1,1
"code_v","non-obsolete words",209,10,10
"co-decree_v","non-obsolete words",313,1,1
"code-hop_v","non-obsolete words",18,1,1
"co-delight_v","non-obsolete words",313,1,1
"code-name_v","non-obsolete words",79,1,1
"co-derive_v","non-obsolete words",313,1,1
"code-share_v","non-obsolete words",33,1,1
"code-switch_v","non-obsolete words",60,1,1
"co-determine_v","non-obsolete words",175,2,2
"co-die_v","non-obsolete words",159,1,1
"codify_v","non-obsolete words",208,3,3
"co-drive_v","non-obsolete words",95,1,1
"coe_v","non-obsolete words",278,1,1
"co-educate_v","non-obsolete words",169,1,1
"co-elevate_v","non-obsolete words",405,1,1
"co-embody_v","non-obsolete words",254,1,1
"co-employ_v","non-obsolete words",313,1,1
"co-enact_v","non-obsolete words",379,1,1
"co-endear_v","non-obsolete words",313,1,1
"co-endure_v","non-obsolete words",160,1,1
"co-enflame_v","non-obsolete words",313,1,1
"co-engage_v","non-obsolete words",374,1,1
"co-enjoy_v","non-obsolete words",379,1,1
"coequalize_v","non-obsolete words",390,1,1
"coerce_v","non-obsolete words",549,8,10
"co-exert_v","non-obsolete words",313,1,1
"coexist_v","non-obsolete words",348,2,2
"coexpand_v","non-obsolete words",313,1,1
"co-expire_v","non-obsolete words",313,1,1
"coextend_v","non-obsolete words",407,2,2
"coff_v","non-obsolete words",599,2,3
"coffee_v","non-obsolete words",173,2,2
"coffee-house_v","non-obsolete words",163,1,1
"coffer_v1","non-obsolete words",630,2,2
"coffer-dam_v","non-obsolete words",140,1,1
"coffin_v","non-obsolete words",460,3,4
"cofound_v","non-obsolete words",363,1,1
"cog_v","non-obsolete words",288,1,1
"cog_v1","non-obsolete words",525,5,5
"cog_v2","non-obsolete words",166,1,1
"cog_v3","non-obsolete words",479,11,18
"coggle_v2","non-obsolete words",268,1,1
"cogitate_v","non-obsolete words",454,3,3
"co-glorify_v","non-obsolete words",313,1,1
"cognizance_v","non-obsolete words",382,1,1
"cognize_v","non-obsolete words",365,3,4
"cognomen_v","non-obsolete words",193,1,1
"cognominate_v","non-obsolete words",415,2,2
"cognominize_v","non-obsolete words",175,1,1
"cognosce_v","non-obsolete words",441,5,6
"cohabit_v","non-obsolete words",494,4,5
"co-harmonize_v","non-obsolete words",313,1,1
"cohere_v","non-obsolete words",426,12,14
"cohibit_v","non-obsolete words",480,1,1
"cohobate_v","non-obsolete words",373,1,1
"co-host_v","non-obsolete words",95,1,1
"co-hymn_v","non-obsolete words",313,1,1
"coif_v","non-obsolete words",494,2,2
"coiffure_v","non-obsolete words",118,1,1
"coign_v","non-obsolete words",223,1,1
"coil_v3","non-obsolete words",413,9,9
"coil_v4","non-obsolete words",220,1,1
"coil_v5","non-obsolete words",199,1,1
"co-implicate_v","non-obsolete words",117,1,1
"co-implore_v","non-obsolete words",313,1,1
"coin_v1","non-obsolete words",694,16,18
"coin_v2","non-obsolete words",541,4,7
"coincide_v","non-obsolete words",351,5,6
"co-include_v","non-obsolete words",360,1,1
"co-infer_v","non-obsolete words",249,1,1
"co-inhere_v","non-obsolete words",168,1,1
"co-inspire_v","non-obsolete words",313,1,1
"co-inter_v","non-obsolete words",150,1,1
"co-inthrone_v","non-obsolete words",374,1,1
"coke_v1","non-obsolete words",220,3,3
"coke_v2","non-obsolete words",87,1,1
"col_v","non-obsolete words",140,1,1
"colander_v","non-obsolete words",309,2,2
"cold_v","non-obsolete words",639,2,2
"cold-call_v","non-obsolete words",52,2,2
"cold-clear_v","non-obsolete words",322,1,1
"cold-cock_v","non-obsolete words",97,1,1
"cold-cream_v","non-obsolete words",114,1,1
"cold-deck_v","non-obsolete words",140,1,1
"colden_v","non-obsolete words",164,2,2
"cold-hammer_v","non-obsolete words",166,1,1
"cold-pig_v","non-obsolete words",190,1,1
"cold-press_v","non-obsolete words",225,1,1
"cold-shoulder_v","non-obsolete words",181,2,2
"cole_v2","non-obsolete words",214,1,1
"coll_v2","non-obsolete words",541,1,1
"collabo_v","non-obsolete words",16,1,1
"collaborate_v","non-obsolete words",153,2,2
"collapse_v","non-obsolete words",292,5,5
"collar_v","non-obsolete words",489,7,7
"collate_v","non-obsolete words",466,10,14
"colleague_v","non-obsolete words",489,3,5
"collect_v","non-obsolete words",451,17,20
"collectionize_v","non-obsolete words",165,1,1
"collectivize_v","non-obsolete words",131,1,1
"college_v","non-obsolete words",205,1,1
"collegiate_v","non-obsolete words",472,1,1
"collet_v","non-obsolete words",415,2,2
"collide_v","non-obsolete words",403,4,4
"colligate_v","non-obsolete words",479,4,5
"collimate_v","non-obsolete words",401,3,4
"collineate_v","non-obsolete words",393,3,5
"collocate_v","non-obsolete words",476,4,4
"collogue_v","non-obsolete words",422,6,10
"colloque_v2","non-obsolete words",174,1,1
"colloquialize_v","non-obsolete words",178,1,1
"colloquize_v","non-obsolete words",201,1,1
"colloquy_v","non-obsolete words",170,1,1
"collow_v","non-obsolete words",494,1,1
"collude_v","non-obsolete words",499,3,5
"colly_v1","non-obsolete words",424,3,3
"colonel_v","non-obsolete words",337,1,1
"colonialize_v","non-obsolete words",178,8,9
"colonize_v","non-obsolete words",431,11,12
"colophonize_v","non-obsolete words",187,1,1
"colorate_v","non-obsolete words",425,1,1
"colossalize_v","non-obsolete words",216,1,1
"colotomize_v","non-obsolete words",152,1,1
"colour_v","non-obsolete words",699,19,22
"colour-code_v","non-obsolete words",96,1,1
"colour-coordinate_v","non-obsolete words",84,1,1
"colourize_v","non-obsolete words",413,2,2
"colour-match_v","non-obsolete words",71,1,1
"colour-ring_v","non-obsolete words",87,1,1
"colour-treat_v","non-obsolete words",128,1,1
"colour-wash_v","non-obsolete words",174,1,1
"co-love_v","non-obsolete words",313,1,1
"colport_v","non-obsolete words",136,1,1
"colsh_v","non-obsolete words",287,1,1
"colt_v","non-obsolete words",445,6,10
"column_v","non-obsolete words",185,1,1
"comb_v1","non-obsolete words",626,13,14
"combat_v","non-obsolete words",457,5,6
"combine_v","non-obsolete words",584,11,13
"combust_v","non-obsolete words",541,2,3
"come_v","non-obsolete words",999,76,84
"comedize_v","non-obsolete words",428,2,2
"come-hither_v","non-obsolete words",70,1,1
"comerit_v","non-obsolete words",386,1,1
"comfort_v","non-obsolete words",734,14,24
"comfort-eat_v","non-obsolete words",39,1,1
"comigrate_v","non-obsolete words",62,2,2
"co-mingle_v","non-obsolete words",408,1,1
"comma_v","non-obsolete words",360,1,1
"command_v","non-obsolete words",694,31,37
"commandeer_v","non-obsolete words",143,3,3
"command-in-chief_v","non-obsolete words",265,1,1
"commeasure_v","non-obsolete words",409,2,2
"commeate_v","non-obsolete words",364,1,1
"commemorate_v","non-obsolete words",425,4,5
"commence_v","non-obsolete words",704,12,15
"commend_v","non-obsolete words",684,17,22
"commendate_v","non-obsolete words",399,2,2
"commenstruate_v","non-obsolete words",254,1,1
"comment_v","non-obsolete words",574,8,11
"commentary_v","non-obsolete words",400,2,3
"commentate_v","non-obsolete words",230,3,3
"commerce_v","non-obsolete words",437,4,7
"commercialize_v","non-obsolete words",194,1,1
"commerge_v","non-obsolete words",197,1,1
"comminate_v","non-obsolete words",223,1,1
"commingle_v","non-obsolete words",398,2,2
"comminuate_v","non-obsolete words",358,1,1
"comminute_v","non-obsolete words",398,4,5
"commiserate_v","non-obsolete words",437,4,4
"commission_v","non-obsolete words",422,11,11
"commissionize_v","non-obsolete words",190,1,1
"commit_v","non-obsolete words",622,32,42
"committee_v","non-obsolete words",282,3,3
"commix_v","non-obsolete words",599,6,8
"commode_v","non-obsolete words",388,4,7
"commodify_v","non-obsolete words",48,1,1
"commoditize_v","non-obsolete words",48,1,1
"commonize_v","non-obsolete words",217,5,5
"commonplace_v","non-obsolete words",426,7,11
"commote_v","non-obsolete words",172,1,1
"commove_v","non-obsolete words",650,6,9
"communalize_v","non-obsolete words",141,1,1
"commune_v","non-obsolete words",631,6,8
"communicate_v","non-obsolete words",495,17,22
"communize_v","non-obsolete words",182,2,2
"commutate_v","non-obsolete words",372,2,3
"commute_v","non-obsolete words",391,11,11
"comp_v1","non-obsolete words",75,2,2
"comp_v2","non-obsolete words",73,1,1
"compact_v1","non-obsolete words",494,6,7
"compaginate_v","non-obsolete words",376,1,1
"compand_v","non-obsolete words",63,1,1
"companion_v","non-obsolete words",408,3,3
"companionize_v","non-obsolete words",237,2,2
"company_v","non-obsolete words",637,5,7
"compare_v1","non-obsolete words",577,8,9
"comparison-shop_v","non-obsolete words",93,1,1
"compart_v","non-obsolete words",449,3,4
"compartment_v","non-obsolete words",94,1,1
"compartmentalize_v","non-obsolete words",79,1,1
"compass_v1","non-obsolete words",727,25,37
"compassion_v","non-obsolete words",430,1,1
"compassionate_v","non-obsolete words",426,2,2
"compear_v","non-obsolete words",554,3,5
"compel_v","non-obsolete words",644,9,11
"compend_v","non-obsolete words",418,1,1
"compenetrate_v","non-obsolete words",338,1,1
"compensate_v","non-obsolete words",378,9,9
"compere_v","non-obsolete words",91,1,1
"compesce_v","non-obsolete words",594,1,1
"compete_v2","non-obsolete words",404,3,3
"compile_v","non-obsolete words",637,11,18
"complain_v","non-obsolete words",650,17,25
"complect_v","non-obsolete words",501,2,3
"complement_v","non-obsolete words",407,6,11
"complete_v","non-obsolete words",494,9,10
"complex_v","non-obsolete words",554,5,7
"complexify_v","non-obsolete words",194,2,2
"complexion_v","non-obsolete words",611,2,3
"complicate_v","non-obsolete words",403,6,9
"compliment_v","non-obsolete words",361,7,8
"complot_v","non-obsolete words",445,2,2
"comply_v1","non-obsolete words",420,18,34
"compo_v","non-obsolete words",215,1,1
"comport_v","non-obsolete words",459,11,20
"compose_v","non-obsolete words",547,30,37
"composite_v","non-obsolete words",62,1,1
"compost_v","non-obsolete words",525,2,2
"compound_v","non-obsolete words",650,29,37
"comprehend_v","non-obsolete words",684,20,27
"comprehensivize_v","non-obsolete words",66,1,1
"compress_v","non-obsolete words",626,12,14
"comprise_v","non-obsolete words",601,23,31
"compromise_v","non-obsolete words",426,8,12
"compromit_v","non-obsolete words",583,9,17
"compulse_v","non-obsolete words",549,2,3
"computate_v","non-obsolete words",575,1,1
"compute_v","non-obsolete words",445,9,13
"computerize_v","non-obsolete words",64,1,1
"computer-process_v","non-obsolete words",67,1,1
"comrade_v","non-obsolete words",422,1,1
"con_v1","non-obsolete words",689,7,11
"con_v2","non-obsolete words",398,3,3
"con_v3","non-obsolete words",303,1,1
"con_v5","non-obsolete words",128,1,1
"conacre_v","non-obsolete words",185,1,1
"concamerate_v","non-obsolete words",413,2,3
"concatenate_v","non-obsolete words",402,1,1
"concave_v","non-obsolete words",372,1,1
"conceal_v","non-obsolete words",631,6,7
"concede_v","non-obsolete words",511,7,7
"conceit_v","non-obsolete words",467,10,16
"conceive_v","non-obsolete words",684,30,40
"concelebrate_v","non-obsolete words",451,4,6
"concentrate_v","non-obsolete words",396,10,10
"concentre_v","non-obsolete words",426,9,12
"concept_v","non-obsolete words",421,1,1
"conceptualize_v","non-obsolete words",151,2,2
"concern_v","non-obsolete words",624,20,28
"concert_v","non-obsolete words",443,8,13
"concertina_v","non-obsolete words",133,2,2
"concertize_v","non-obsolete words",184,2,2
"conche_v","non-obsolete words",100,1,1
"conchologize_v","non-obsolete words",169,1,1
"conciliate_v","non-obsolete words",479,11,14
"concinnate_v","non-obsolete words",423,1,1
"conclimate_v","non-obsolete words",160,1,1
"conclude_v","non-obsolete words",650,28,46
"concoct_v","non-obsolete words",491,17,32
"concord_v","non-obsolete words",650,6,9
"concordance_v","non-obsolete words",136,1,1
"concorporate_v","non-obsolete words",472,3,4
"concreate_v","non-obsolete words",389,1,1
"concrete_v","non-obsolete words",389,8,9
"concretize_v","non-obsolete words",140,1,1
"concrucify_v","non-obsolete words",152,1,1
"concubine_v","non-obsolete words",428,2,3
"concur_v","non-obsolete words",502,13,20
"concuss_v","non-obsolete words",421,4,4
"cond_v","non-obsolete words",564,3,4
"condemn_v","non-obsolete words",684,15,16
"condemnate_v","non-obsolete words",158,1,1
"condensate_v","non-obsolete words",469,4,5
"condense_v","non-obsolete words",547,10,10
"condescend_v","non-obsolete words",684,25,47
"condiddle_v","non-obsolete words",278,1,1
"condition_v","non-obsolete words",511,15,16
"conditionalize_v","non-obsolete words",248,1,1
"conditionate_v","non-obsolete words",491,4,6
"condole_v","non-obsolete words",436,7,11
"con-domesticate_v","non-obsolete words",183,1,1
"condomize_v","non-obsolete words",46,1,1
"condone_v","non-obsolete words",173,4,4
"conduce_v","non-obsolete words",549,12,20
"conduct_v","non-obsolete words",624,18,24
"cone_v1","non-obsolete words",136,2,2
"coney-catch_v","non-obsolete words",432,2,2
"confab_v","non-obsolete words",283,1,1
"confabulate_v","non-obsolete words",420,2,2
"confect_v","non-obsolete words",484,5,9
"confection_v","non-obsolete words",483,3,3
"confederate_v","non-obsolete words",493,6,7
"confer_v","non-obsolete words",496,17,29
"conference_v","non-obsolete words",178,2,2
"conferencize_v","non-obsolete words",191,1,1
"conferruminate_v","non-obsolete words",198,1,1
"confess_v","non-obsolete words",647,20,21
"confessionalize_v","non-obsolete words",164,1,1
"confide_v","non-obsolete words",499,6,6
"confidence_v","non-obsolete words",149,1,1
"configurate_v","non-obsolete words",458,4,7
"configure_v","non-obsolete words",642,5,6
"confine_v","non-obsolete words",501,13,18
"confirm_v","non-obsolete words",734,15,21
"confiscate_v","non-obsolete words",491,5,8
"confix_v","non-obsolete words",408,1,1
"conflagrate_v","non-obsolete words",367,2,2
"conflate_v","non-obsolete words",441,3,4
"conflict_v","non-obsolete words",549,6,8
"conform_v","non-obsolete words",684,11,16
"confound_v","non-obsolete words",734,14,19
"confront_v","non-obsolete words",456,11,14
"confuddle_v","non-obsolete words",166,1,1
"confuse_v","non-obsolete words",694,7,8
"confusticate_v","non-obsolete words",133,1,1
"confute_v","non-obsolete words",495,5,6
"conga_v","non-obsolete words",83,1,1
"conge_v","non-obsolete words",694,4,6
"congeal_v","non-obsolete words",640,12,16
"congenerate_v","non-obsolete words",413,2,2
"congenialize_v","non-obsolete words",210,2,2
"congerminate_v","non-obsolete words",202,1,1
"congest_v","non-obsolete words",472,2,3
"conglobate_v","non-obsolete words",389,2,2
"conglobe_v","non-obsolete words",489,2,2
"conglobulate_v","non-obsolete words",233,1,1
"conglomerate_v","non-obsolete words",428,4,6
"conglutinate_v","non-obsolete words",478,4,5
"congratulate_v","non-obsolete words",476,11,19
"congregate_v","non-obsolete words",624,5,7
"congregationalize_v","non-obsolete words",158,1,1
"congress_v","non-obsolete words",174,2,2
"coninquinate_v","non-obsolete words",415,1,1
"conjecture_v","non-obsolete words",640,7,10
"conjobble_v","non-obsolete words",332,1,1
"conjoin_v","non-obsolete words",650,10,15
"conjugalize_v","non-obsolete words",201,1,1
"conjugate_v","non-obsolete words",494,5,5
"conjure_v","non-obsolete words",734,15,20
"conk_v1","non-obsolete words",203,1,1
"conk_v2","non-obsolete words",107,1,1
"connaturalize_v","non-obsolete words",356,1,1
"connect_v","non-obsolete words",487,11,11
"connive_v","non-obsolete words",422,11,19
"connoisseur_v","non-obsolete words",196,1,1
"connote_v","non-obsolete words",368,6,8
"connubialize_v","non-obsolete words",154,1,1
"connubiate_v","non-obsolete words",210,1,1
"connumerate_v","non-obsolete words",346,1,1
"co-nourish_v","non-obsolete words",139,1,1
"conquer_v","non-obsolete words",794,11,14
"conscientize_v","non-obsolete words",55,1,1
"conscribe_v","non-obsolete words",537,6,9
"conscript_v","non-obsolete words",211,1,1
"consecrate_v","non-obsolete words",637,12,15
"consent_v","non-obsolete words",799,13,21
"conservate_v","non-obsolete words",377,1,1
"conservatize_v","non-obsolete words",160,2,2
"conserve_v","non-obsolete words",626,14,15
"consider_v","non-obsolete words",639,16,20
"consign_v","non-obsolete words",594,15,26
"consignify_v","non-obsolete words",378,1,1
"consist_v","non-obsolete words",498,18,31
"consociate_v","non-obsolete words",458,4,4
"console_v","non-obsolete words",331,1,1
"consolidate_v","non-obsolete words",513,13,16
"consonantize_v","non-obsolete words",147,1,1
"consonate_v","non-obsolete words",142,1,1
"consone_v","non-obsolete words",151,1,1
"consort_v","non-obsolete words",436,10,14
"conspire_v","non-obsolete words",662,11,15
"conspue_v","non-obsolete words",134,1,1
"constate_v","non-obsolete words",251,1,1
"constellate_v","non-obsolete words",413,7,10
"constellize_v","non-obsolete words",158,1,1
"constern_v","non-obsolete words",185,1,1
"consternate_v","non-obsolete words",373,1,1
"constipate_v","non-obsolete words",483,3,5
"constitute_v","non-obsolete words",547,13,19
"constitutionalize_v","non-obsolete words",193,2,2
"constrain_v","non-obsolete words",684,19,28
"constrict_v","non-obsolete words",292,2,2
"constringe_v","non-obsolete words",420,4,4
"construct_v","non-obsolete words",414,7,8
"construe_v","non-obsolete words",662,16,20
"consubsist_v","non-obsolete words",261,1,1
"consubstantialize_v","non-obsolete words",186,1,1
"consubstantiate_v","non-obsolete words",427,3,4
"consult_v","non-obsolete words",476,13,17
"consume_v1","non-obsolete words",626,19,26
"consummate_v","non-obsolete words",499,6,7
"contact_v","non-obsolete words",190,3,3
"contain_v","non-obsolete words",734,32,54
"containerize_v","non-obsolete words",62,1,1
"contaminate_v","non-obsolete words",461,2,2
"contango_v","non-obsolete words",124,1,1
"contemn_v","non-obsolete words",599,3,3
"contemper_v","non-obsolete words",457,3,5
"contemplate_v","non-obsolete words",491,9,10
"contemporize_v","non-obsolete words",381,3,4
"contempt_v","non-obsolete words",469,1,1
"contend_v","non-obsolete words",506,10,12
"content_v","non-obsolete words",606,9,15
"contest_v","non-obsolete words",445,13,18
"contextualize_v","non-obsolete words",90,1,1
"contexture_v","non-obsolete words",191,1,1
"continental_v","non-obsolete words",159,1,1
"continentalize_v","non-obsolete words",169,2,2
"continue_v","non-obsolete words",684,19,24
"contort_v","non-obsolete words",457,2,3
"contour_v","non-obsolete words",153,2,2
"contour-plough_v","non-obsolete words",83,1,1
"contoxicate_v","non-obsolete words",370,1,1
"contraband_v1","non-obsolete words",409,3,5
"contract_v","non-obsolete words",494,27,32
"contradict_v","non-obsolete words",442,6,9
"contradiscriminate_v","non-obsolete words",168,1,1
"contradistinguish_v","non-obsolete words",402,2,2
"contra-indicate_v","non-obsolete words",257,1,1
"contrapone_v","non-obsolete words",160,1,1
"contrapose_v","non-obsolete words",407,1,1
"contraposit_v","non-obsolete words",144,1,1
"contrast_v","non-obsolete words",535,9,11
"contraveer_v","non-obsolete words",232,1,1
"contravene_v","non-obsolete words",457,4,5
"contravindicate_v","non-obsolete words",144,1,1
"contra-vote_v","non-obsolete words",207,1,1
"contribute_v","non-obsolete words",494,8,10
"contrist_v","non-obsolete words",534,1,1
"contrive_v1","non-obsolete words",694,10,15
"control_v","non-obsolete words",602,13,20
"controverse_v","non-obsolete words",537,4,6
"controversialize_v","non-obsolete words",183,1,1
"controversy_v","non-obsolete words",431,1,1
"controvert_v","non-obsolete words",461,6,7
"contund_v","non-obsolete words",425,2,3
"contuse_v","non-obsolete words",483,2,3
"contusion_v","non-obsolete words",153,1,1
"conundrumize_v","non-obsolete words",188,1,1
"convalesce_v","non-obsolete words",541,3,4
"convalidate_v","non-obsolete words",368,1,1
"convanesce_v","non-obsolete words",173,1,1
"convect_v","non-obsolete words",71,2,2
"convene_v","non-obsolete words",595,12,17
"convenience_v","non-obsolete words",394,1,1
"convent_v","non-obsolete words",564,7,13
"conventionalize_v","non-obsolete words",194,2,2
"converge_v","non-obsolete words",333,4,4
"conversate_v","non-obsolete words",450,2,3
"conversation_v","non-obsolete words",194,1,1
"conversationize_v","non-obsolete words",198,1,1
"converse_v","non-obsolete words",684,12,20
"convert_v","non-obsolete words",684,36,55
"convex_v","non-obsolete words",219,2,2
"convey_v1","non-obsolete words",649,24,43
"conveyance_v","non-obsolete words",150,1,1
"conveyorize_v","non-obsolete words",81,1,1
"convict_v","non-obsolete words",658,11,16
"convince_v","non-obsolete words",494,18,31
"convivialize_v","non-obsolete words",187,1,1
"convocate_v","non-obsolete words",482,3,5
"convoke_v","non-obsolete words",426,1,1
"convolute_v","non-obsolete words",326,3,4
"convolve_v","non-obsolete words",423,5,7
"convoy_v","non-obsolete words",619,9,12
"convulse_v","non-obsolete words",381,5,6
"coo_v","non-obsolete words",352,6,6
"co-oblige_v","non-obsolete words",313,1,1
"co-occur_v","non-obsolete words",67,1,1
"cooee_v","non-obsolete words",197,1,1
"cook_v1","non-obsolete words",624,15,15
"cook_v2","non-obsolete words",238,2,3
"cool_v1","non-obsolete words",694,15,17
"coom_v","non-obsolete words",418,2,3
"coonjine_n","non-obsolete words",128,1,1
"coop_v1","non-obsolete words",454,8,11
"cooper_v","non-obsolete words",278,5,5
"cooperate_v","non-obsolete words",442,3,3
"cooperativize_v","non-obsolete words",97,1,1
"co-opt_v","non-obsolete words",373,2,2
"co-optate_v","non-obsolete words",401,1,1
"co-ordain_v","non-obsolete words",344,1,1
"co-order_v","non-obsolete words",346,1,1
"co-ordinate_v","non-obsolete words",359,6,6
"co-organize_v","non-obsolete words",199,1,1
"coorie_v","non-obsolete words",145,2,2
"co-ossify_v","non-obsolete words",147,1,1
"coot_v1","non-obsolete words",357,1,1
"coot_v2","non-obsolete words",132,1,1
"cooze_v","non-obsolete words",214,2,3
"cop_v1","non-obsolete words",472,2,2
"cop_v2","non-obsolete words",218,1,1
"cop_v3","non-obsolete words",320,11,11
"cop_v4","non-obsolete words",155,2,2
"co-parent_v","non-obsolete words",50,1,1
"cope_v1","non-obsolete words",662,7,7
"cope_v2","non-obsolete words",674,11,17
"cope_v3","non-obsolete words",454,4,6
"cope_v4","non-obsolete words",449,1,1
"cope_v5","non-obsolete words",456,1,1
"copernicize_v","non-obsolete words",215,1,1
"copolymerize_v","non-obsolete words",84,1,1
"copper_v1","non-obsolete words",494,4,4
"copper_v2","non-obsolete words",152,2,2
